+------------------+-------+
| Unigram          | Count |
| ('backing', 'boreholes')         |     1 |
| ('across', 'agricultural')       |     1 |
| ('completely', 'submerged')      |     1 |
| ('flooded', 'twenty')            |     1 |
| ('carriageway', 'crosslee')      |     1 |
| ('sepa', 'police')               |     1 |
| ('police', 'closing')            |     1 |
| ('adjacent', 'b')                |     1 |
| ('drive', 'water')               |     1 |
| ('flood', 'started')             |     1 |
| ('park', 'surrounded')           |     1 |
| ('roads', 'far')                 |     1 |
| ('meigle', 'forfar')             |     1 |
| ('dangerous', 'road')            |     1 |
| ('crossford', 'burn')            |     1 |
| ('kingussie', 'flooded')         |     1 |
| ('area', 'drainage')             |     1 |
| ('read', 'house')                |     1 |
| ('past', 'turning')              |     1 |
| ('old', 'meldrum')               |     1 |
| ('road', 'beginning')            |     1 |
| ('river', 'cairn')               |     1 |
| ('regularly', 'recently')        |     1 |
| ('b', 'entered')                 |     1 |
| ('rosemill', 'road')             |     1 |
| ('burn', 'drainage')             |     1 |
| ('whole', 'bruce')               |     1 |
| ('place', 'delays')              |     1 |
| ('enrick', 'burst')              |     1 |
| ('bubblings', 'drains')          |     1 |
| ('river', 'tweed')               |     1 |
| ('area', 'anyway')               |     1 |
| ('silt', 'water')                |     1 |
| ('council', 'morning')           |     1 |
| ('less', 'hour')                 |     1 |
| ('shortly', 'almost')            |     1 |
| ('water', 'loch')                |     1 |
| ('tay', 'lade')                  |     1 |
| ('properties', 'b')              |     1 |
| ('properties', 'flooding')       |     1 |
| ('thorwald', 'road')             |     1 |
| ('road', 'driving')              |     1 |
| ('last', 'hours')                |     1 |
| ('close', 'edge')                |     1 |
| ('water', 'pump')                |     1 |
| ('starting', 'block')            |     1 |
| ('coping', 'possibly')           |     1 |
| ('much', 'higher')               |     1 |
| ('high', 'dirty')                |     1 |
| ('upper', 'tay')                 |     1 |
| ('parks', 'nearby')              |     1 |
| ('one', 'fro')                   |     1 |
| ('lights', 'flood')              |     1 |
| ('running', 'northwards')        |     1 |
| ('j', 'lathallan')               |     1 |
| ('drainage', 'burst')            |     1 |
| ('premises', 'fiels')            |     1 |
| ('contain', 'field')             |     1 |
| ('significant', 'levels')        |     1 |
| ('cala', 'burn')                 |     1 |
| ('river', 'allander')            |     1 |
| ('wellies', 'water')             |     1 |
| ('inches', 'bursting')           |     1 |
| ('back', 'river')                |     1 |
| ('road', 'bothwell')             |     1 |
| ('shore', 'rd')                  |     1 |
| ('something', 'may')             |     1 |
| ('water', 'heavy')               |     1 |
| ('way', 'across')                |     1 |
| ('everywhere', 'rising')         |     1 |
| ('treatment', 'plant')           |     1 |
| ('station', 'flooded')           |     1 |
| ('due', 'extent')                |     1 |
| ('two', 'water')                 |     1 |
| ('long', 'full')                 |     1 |
| ('many', 'places')               |     1 |
| ('lights', 'dim')                |     1 |
| ('onto', 'roads')                |     1 |
| ('deep', 'level')                |     1 |
| ('dog', 'walkers')               |     1 |
| ('water', 'street')              |     1 |
| ('mr', 'mrs')                    |     1 |
| ('virtually', 'road')            |     1 |
| ('road', 'around')               |     1 |
| ('garage', 'one')                |     1 |
| ('reservoir', 'neighbouring')    |     1 |
| ('banks', 'take')                |     1 |
| ('ft', 'water')                  |     1 |
| ('ruthven', 'water')             |     1 |
| ('one', 'vehicle')               |     1 |
| ('fields', 'pm')                 |     1 |
| ('kelvindale', 'road')           |     1 |
| ('scheme', 'built')              |     1 |
| ('police', 'informed')           |     1 |
| ('inches', 'northbound')         |     1 |
| ('houses', 'road')               |     1 |
| ('run', 'culvert')               |     1 |
| ('council', 'waterside')         |     1 |
| ('allows', 'however')            |     1 |
| ('block', 'course')              |     1 |
| ('slow', 'traffic')              |     1 |
| ('deep', 'flooding')             |     1 |
| ('river', 'starting')            |     1 |
| ('river', 'esk')                 |     1 |
| ('attendance', 'allowing')       |     1 |
| ('photos', 'gullies')            |     1 |
| ('unaffected', 'moment')         |     1 |
| ('village', 'took')              |     1 |
| ('backing', 'spilling')          |     1 |
| ('mean', 'drivers')              |     1 |
| ('bridge', 'signs')              |     1 |
| ('depth', 'going')               |     1 |
| ('away', 'entering')             |     1 |
| ('railways', 'flooded')          |     1 |
| ('solution', 'traffic')          |     1 |
| ('increasing', 'amount')         |     1 |
| ('puddle', 'surface')            |     1 |
| ('flooded', 'burn')              |     1 |
| ('forecast', 'worried')          |     1 |
| ('deep', 'puddles')              |     1 |
| ('roundabout', 'blocked')        |     1 |
| ('road', 'road')                 |     1 |
| ('flowing', 'fields')            |     1 |
| ('crescent', 'rising')           |     1 |
| ('built', 'pitcastle')           |     1 |
| ('entry', 'exit')                |     1 |
| ('small', 'stream')              |     1 |
| ('water', 'inadequate')          |     1 |
| ('inches', 'place')              |     1 |
| ('affecting', 'across')          |     1 |
| ('gardens', 'philip')            |     1 |
| ('burn', 'feeds')                |     1 |
| ('road', 'top')                  |     1 |
| ('far', 'unaffected')            |     1 |
| ('resulted', 'aurs')             |     1 |
| ('need', 'use')                  |     1 |
| ('vents', 'ta')                  |     1 |
| ('farm', 'road')                 |     1 |
| ('looks', 'quite')               |     1 |
| ('summerston', 'asda')           |     1 |
| ('forest', 'brambles')           |     1 |
| ('burn', 'parallel')             |     1 |
| ('currently', 'flooded')         |     1 |
| ('burn', 'broke')                |     1 |
| ('overflowing', 'approaching')   |     1 |
| ('gradens', 'rear')              |     1 |
| ('saving', 'neighbours')         |     1 |
| ('really', 'road')               |     1 |
| ('hatton', 'cruden')             |     1 |
| ('culvert', 'north')             |     1 |
| ('adjacent', 'new')              |     1 |
| ('flooded', 'may')               |     1 |
| ('drain', 'union')               |     1 |
| ('edinburgh', 'road')            |     1 |
| ('almond', 'bank')               |     1 |
| ('park', 'scottish')             |     1 |
| ('reaching', 'propert')          |     1 |
| ('problem', 'vehicles')          |     1 |
| ('peel', 'glen')                 |     1 |
| ('avenue', 'depth')              |     1 |
| ('stepps', 'primary')            |     1 |
| ('see', 'right')                 |     1 |
| ('behind', 'northacre')          |     1 |
| ('banks', 'along')               |     1 |
| ('glasgow', 'g')                 |     1 |
| ('continue', 'rise')             |     1 |
| ('structure', 'wall')            |     1 |
| ('burn', 'appears')              |     1 |
| ('highest', 'levels')            |     1 |
| ('track', 'west')                |     1 |
| ('wall', 'water')                |     1 |
| ('finding', 'low')               |     1 |
| ('spring', 'running')            |     1 |
| ('flooding', 'esk')              |     1 |
| ('road', 'badly')                |     1 |
| ('stretch', 'road')              |     1 |
| ('hour', 'busy')                 |     1 |
| ('way', 'overflowing')           |     1 |
| ('street', 'caused')             |     1 |
| ('day', 'water')                 |     1 |
| ('stirling', 'falkirk')          |     1 |
| ('snow', 'running')              |     1 |
| ('river', 'invergowrie')         |     1 |
| ('bound', 'main')                |     1 |
| ('high', 'school')               |     1 |
| ('rain', 'constant')             |     1 |
| ('motor', 'vehicle')             |     1 |
| ('extensively', 'burst')         |     1 |
| ('breaching', 'sewer')           |     1 |
| ('river', 'much')                |     1 |
| ('lying', 'millside')            |     1 |
| ('onto', 'main')                 |     1 |
| ('brake', 'hard')                |     1 |
| ('risk', 'life')                 |     1 |
| ('risen', 'slowly')              |     1 |
| ('drain', 'run')                 |     1 |
| ('sitting', 'around')            |     1 |
| ('exact', 'location')            |     1 |
| ('sandbank', 'street')           |     1 |
| ('left', 'footpath')             |     1 |
| ('thru', 'sewer')                |     1 |
| ('foot', 'half')                 |     1 |
| ('level', 'still')               |     1 |
| ('time', 'read')                 |     1 |
| ('king', 'edward')               |     1 |
| ('west', 'side')                 |     1 |
| ('wil', 'able')                  |     1 |
| ('road', 'drain')                |     1 |
| ('river', 'fleet')               |     1 |
| ('flooding', 'bankfoot')         |     1 |
| ('grill', 'blocked')             |     1 |
| ('water', 'laighlands')          |     1 |
| ('drains', 'cant')               |     1 |
| ('houses', 'balunie')            |     1 |
| ('running', 'fast')              |     1 |
| ('area', 'risk')                 |     1 |
